epsilon,neighbors,kernel_type,reconstruction_error,time
1000,5,gaussian,0.07608984371253542,7.9320292472839355
1000,5,multiquadric,0.46656595586479865,7.914026975631714
1000,5,inverse_multiquadric,0.07607176342569076,7.915360689163208
1000,5,linear,0.4666034072911605,7.8958940505981445
1000,5,cubic,41.85652731339048,7.892837047576904
1000,5,thin_plate_spline,4.975815211628442,7.897671222686768
1000,5,power,1.6754038902266049,7.934736490249634
1000,5,exponential,0.07608984371253542,7.9443323612213135
1000,5,polyharmonic_spline,4.975815211628442,7.9114603996276855
1000,10,gaussian,0.07608984371253542,7.93724513053894
1000,10,multiquadric,0.018726526568551664,7.961745977401733
1000,10,inverse_multiquadric,0.07605875396568165,7.933696985244751
1000,10,linear,0.018726459933088933,7.952556848526001
1000,10,cubic,0.5763865946201481,7.976389169692993
1000,10,thin_plate_spline,0.09727379187853562,7.914912223815918
1000,10,power,4.3322356327048155,7.878385543823242
1000,10,exponential,0.07608984371253542,7.915414571762085
1000,10,polyharmonic_spline,0.09727379187853562,7.906850337982178
1000,20,gaussian,0.07608984371253542,7.933317184448242
1000,20,multiquadric,0.0201154630641583,7.943212270736694
1000,20,inverse_multiquadric,0.0760381146721676,7.932698488235474
1000,20,linear,0.02011539740591908,7.925497531890869
1000,20,cubic,0.22231500765681173,7.969440221786499
1000,20,thin_plate_spline,3.8258390134531455,7.918112277984619
1000,20,power,120.46499743324682,7.934881210327148
1000,20,exponential,0.07608984371253542,7.936209201812744
1000,20,polyharmonic_spline,3.8258390134531455,7.901475429534912
1000,50,gaussian,0.07608984371253542,8.016233682632446
1000,50,multiquadric,0.019255699634471487,8.092529296875
1000,50,inverse_multiquadric,0.07599300604134304,8.109318733215332
1000,50,linear,0.019255812180619995,8.124443531036377
1000,50,cubic,2.355018315119891,8.138863325119019
1000,50,thin_plate_spline,11.714958225778453,8.096512079238892
1000,50,power,33.686156637477964,8.066610097885132
1000,50,exponential,0.07608984371253542,8.115578651428223
1000,50,polyharmonic_spline,11.714958225778453,8.126754999160767
1000,100,gaussian,0.07608984371253542,8.55490779876709
1000,100,multiquadric,0.013839559876904349,8.56325364112854
1000,100,inverse_multiquadric,0.07594897553200024,8.521703243255615
1000,100,linear,0.013839716790426546,8.51548719406128
1000,100,cubic,0.13390082116628668,8.507023334503174
1000,100,thin_plate_spline,0.0663087890505535,8.5553617477417
1000,100,power,7.986551721305155,8.45643949508667
1000,100,exponential,0.07608984371253542,8.526621580123901
1000,100,polyharmonic_spline,0.0663087890505535,8.594810724258423
100,5,gaussian,0.07608984371253542,7.948591470718384
100,5,multiquadric,0.46622853547506793,7.896015405654907
100,5,inverse_multiquadric,0.07591222255202852,7.9070258140563965
100,5,linear,0.4666034072911605,7.884456634521484
100,5,cubic,41.85652731339048,7.925128936767578
100,5,thin_plate_spline,4.975815211628442,7.89269757270813
100,5,power,1.6754038902266049,7.935978651046753
100,5,exponential,0.07608984371253542,9.306936264038086
100,5,polyharmonic_spline,4.975815211628442,7.949923753738403
100,10,gaussian,0.07608984371253542,7.934564828872681
100,10,multiquadric,0.018727125882630664,7.952125072479248
100,10,inverse_multiquadric,0.07578663415473476,7.9520423412323
100,10,linear,0.018726459933088933,7.962354898452759
100,10,cubic,0.5763865946201481,8.046077489852905
100,10,thin_plate_spline,0.09727379187853562,7.935740947723389
100,10,power,4.3322356327048155,7.923037052154541
100,10,exponential,0.07608984371253542,9.327521085739136
100,10,polyharmonic_spline,0.09727379187853562,7.998106479644775
100,20,gaussian,0.07608984371253542,7.924251556396484
100,20,multiquadric,0.020116054046331853,7.968205213546753
100,20,inverse_multiquadric,0.07558891221829117,7.950944900512695
100,20,linear,0.02011539740591908,7.922243595123291
100,20,cubic,0.22231500765681173,7.95181679725647
100,20,thin_plate_spline,3.8258390134531455,7.967368841171265
100,20,power,120.46499743324682,7.931443452835083
100,20,exponential,0.07608984371253542,9.285575866699219
100,20,polyharmonic_spline,3.8258390134531455,7.925997734069824
100,50,gaussian,0.07608984371253542,8.066879272460938
100,50,multiquadric,0.019254684650552623,8.037666082382202
100,50,inverse_multiquadric,0.07515892189579675,7.956939697265625
100,50,linear,0.019255812180619995,7.976431608200073
100,50,cubic,2.355018315119891,7.998986482620239
100,50,thin_plate_spline,11.714958225778453,7.9525675773620605
100,50,power,33.686156637477964,7.961125373840332
100,50,exponential,0.07608984371253542,9.308303833007812
100,50,polyharmonic_spline,11.714958225778453,7.932468414306641
100,100,gaussian,0.07608984371253542,8.353944778442383
100,100,multiquadric,0.01383814478146371,8.404781103134155
100,100,inverse_multiquadric,0.07474458411911933,8.352716445922852
100,100,linear,0.013839716790426546,8.396342039108276
100,100,cubic,0.13390082116628668,8.417406797409058
100,100,thin_plate_spline,0.0663087890505535,8.329201221466064
100,100,power,7.986551721305155,8.35418152809143
100,100,exponential,0.07608984371253542,9.78005075454712
100,100,polyharmonic_spline,0.0663087890505535,8.35259747505188
10,5,gaussian,0.07608984371253542,7.774874448776245
10,5,multiquadric,0.46282008827357063,7.75940728187561
10,5,inverse_multiquadric,0.07456707607796034,7.789093732833862
10,5,linear,0.4666034072911605,7.7559285163879395
10,5,cubic,41.85652731339048,7.777829885482788
10,5,thin_plate_spline,4.975815211628442,7.775327444076538
10,5,power,1.6754038902266049,7.8028528690338135
10,5,exponential,0.07608847066563956,34.655349254608154
10,5,polyharmonic_spline,4.975815211628442,7.790120840072632
10,10,gaussian,0.07608984371253542,7.822728395462036
10,10,multiquadric,0.018733076908167088,7.825408458709717
10,10,inverse_multiquadric,0.07360634909523317,7.793414115905762
10,10,linear,0.018726459933088933,7.7911741733551025
10,10,cubic,0.5763865946201481,7.758793830871582
10,10,thin_plate_spline,0.09727379187853562,7.760658025741577
10,10,power,4.3322356327048155,7.792846918106079
10,10,exponential,0.0760884706648803,34.71564602851868
10,10,polyharmonic_spline,0.09727379187853562,7.783856391906738
10,20,gaussian,0.07608984371253542,7.793507814407349
10,20,multiquadric,0.02012196603637497,7.798239231109619
10,20,inverse_multiquadric,0.07215053306324858,7.780747890472412
10,20,linear,0.02011539740591908,7.810229063034058
10,20,cubic,0.22231500765681173,7.806348085403442
10,20,thin_plate_spline,3.8258390134531455,7.79772686958313
10,20,power,120.46499743324682,7.802481651306152
10,20,exponential,0.07608847066488021,34.693230390548706
10,20,polyharmonic_spline,3.8258390134531455,7.786653995513916
10,50,gaussian,0.07608984371253542,7.927837610244751
10,50,multiquadric,0.019244328319071413,7.906738519668579
10,50,inverse_multiquadric,0.06904647031874227,7.9023425579071045
10,50,linear,0.019255812180619995,7.929984092712402
10,50,cubic,2.355018315119891,7.929549932479858
10,50,thin_plate_spline,11.714958225778453,7.898681640625
10,50,power,33.686156637477964,7.89867901802063
10,50,exponential,0.07608847066488021,34.93519854545593
10,50,polyharmonic_spline,11.714958225778453,7.934455633163452
10,100,gaussian,0.07608984371253542,8.35831069946289
10,100,multiquadric,0.013823707194131911,8.385562181472778
10,100,inverse_multiquadric,0.06634512597944137,8.362623453140259
10,100,linear,0.013839716790426546,8.362931966781616
10,100,cubic,0.13390082116628668,8.379666328430176
10,100,thin_plate_spline,0.0663087890505535,8.312429904937744
10,100,power,7.986551721305155,8.327688217163086
10,100,exponential,0.07608847066488021,35.80200791358948
10,100,polyharmonic_spline,0.0663087890505535,8.338391542434692
1,5,gaussian,0.07536498030423225,8.694692850112915
1,5,multiquadric,0.4261397241039713,7.76007080078125
1,5,inverse_multiquadric,0.06876282027032377,7.757322549819946
1,5,linear,0.4666034072911605,7.7461748123168945
1,5,cubic,41.85652731339048,7.771854400634766
1,5,thin_plate_spline,4.975815211628442,7.75194525718689
1,5,power,1.6754038902266049,7.775981903076172
1,5,exponential,0.07489238604729725,7.749395847320557
1,5,polyharmonic_spline,4.975815211628442,7.768380641937256
1,10,gaussian,0.07537290300706155,8.713503360748291
1,10,multiquadric,0.01879290388870311,7.799903154373169
1,10,inverse_multiquadric,0.06484662679214521,7.782604694366455
1,10,linear,0.018726459933088933,7.799652814865112
1,10,cubic,0.5763865946201481,7.778481721878052
1,10,thin_plate_spline,0.09727379187853562,7.798706531524658
1,10,power,4.3322356327048155,7.7941575050354
1,10,exponential,0.07485091812871233,7.796226739883423
1,10,polyharmonic_spline,0.09727379187853562,7.804917573928833
1,20,gaussian,0.07537267740946209,8.769798040390015
1,20,multiquadric,0.02018284004743384,7.823457479476929
1,20,inverse_multiquadric,0.05990558968835446,7.776885271072388
1,20,linear,0.02011539740591908,7.798784971237183
1,20,cubic,0.22231500765681173,7.7797582149505615
1,20,thin_plate_spline,3.8258390134531455,7.801795959472656
1,20,power,120.46499743324682,7.850117206573486
1,20,exponential,0.07484389614281502,7.853430271148682
1,20,polyharmonic_spline,3.8258390134531455,7.786194562911987
1,50,gaussian,0.07537267748798303,8.868008136749268
1,50,multiquadric,0.019121961749814217,7.92027735710144
1,50,inverse_multiquadric,0.050109151082230234,7.948570966720581
1,50,linear,0.019255812180619995,7.888127565383911
1,50,cubic,2.355018315119891,7.890980005264282
1,50,thin_plate_spline,11.714958225778453,7.954027414321899
1,50,power,33.686156637477964,7.957773923873901
1,50,exponential,0.07484395979817572,7.940799236297607
1,50,polyharmonic_spline,11.714958225778453,7.925265550613403
1,100,gaussian,0.07537267748798303,9.401450395584106
1,100,multiquadric,0.013654059189800278,8.379395961761475
1,100,inverse_multiquadric,0.045144855145753705,8.359456539154053
1,100,linear,0.013839716790426546,8.365099906921387
1,100,cubic,0.13390082116628668,8.385488748550415
1,100,thin_plate_spline,0.0663087890505535,8.369930028915405
1,100,power,7.986551721305155,8.413437604904175
1,100,exponential,0.07484395991483114,8.349743127822876
1,100,polyharmonic_spline,0.0663087890505535,8.351708889007568
0.1,5,gaussian,0.07174518691266125,7.7281036376953125
0.1,5,multiquadric,0.1586595004556369,7.7196526527404785
0.1,5,inverse_multiquadric,0.054265846424880027,7.734543085098267
0.1,5,linear,0.4666034072911605,7.7414562702178955
0.1,5,cubic,41.85652731339048,7.735816717147827
0.1,5,thin_plate_spline,4.975815211628442,7.73334002494812
0.1,5,power,1.6754038902266049,7.7603065967559814
0.1,5,exponential,0.06938201464038686,7.7205705642700195
0.1,5,polyharmonic_spline,4.975815211628442,7.749996185302734
0.1,10,gaussian,0.07176275915325105,7.783706903457642
0.1,10,multiquadric,0.019732894019665107,7.77139949798584
0.1,10,inverse_multiquadric,0.04431685047695732,7.749521970748901
0.1,10,linear,0.018726459933088933,7.7624595165252686
0.1,10,cubic,0.5763865946201481,7.761451721191406
0.1,10,thin_plate_spline,0.09727379187853562,7.751077651977539
0.1,10,power,4.3322356327048155,7.757967472076416
0.1,10,exponential,0.06843775915825034,7.7808074951171875
0.1,10,polyharmonic_spline,0.09727379187853562,7.742392539978027
0.1,20,gaussian,0.07167635415643263,7.789330720901489
0.1,20,multiquadric,0.020674427526845923,7.79714822769165
0.1,20,inverse_multiquadric,0.03965426566008819,7.779597759246826
0.1,20,linear,0.02011539740591908,7.789462089538574
0.1,20,cubic,0.22231500765681173,7.800445556640625
0.1,20,thin_plate_spline,3.8258390134531455,7.785590410232544
0.1,20,power,120.46499743324682,7.8005712032318115
0.1,20,exponential,0.06744090917270118,7.795589923858643
0.1,20,polyharmonic_spline,3.8258390134531455,7.814495086669922
0.1,50,gaussian,0.07166164342172858,7.911736011505127
0.1,50,multiquadric,0.016648864181624864,7.92835807800293
0.1,50,inverse_multiquadric,0.028211347872298474,7.921719074249268
0.1,50,linear,0.019255812180619995,7.93143630027771
0.1,50,cubic,2.355018315119891,7.9607298374176025
0.1,50,thin_plate_spline,11.714958225778453,7.9384765625
0.1,50,power,33.686156637477964,7.910893440246582
0.1,50,exponential,0.06616706977560928,7.954226016998291
0.1,50,polyharmonic_spline,11.714958225778453,7.936528444290161
0.1,100,gaussian,0.07166372424430204,8.345647096633911
0.1,100,multiquadric,0.011056806940089026,8.372478246688843
0.1,100,inverse_multiquadric,0.028597034823622296,8.353766679763794
0.1,100,linear,0.013839716790426546,8.387998819351196
0.1,100,cubic,0.13390082116628668,8.403392314910889
0.1,100,thin_plate_spline,0.0663087890505535,8.387252807617188
0.1,100,power,7.986551721305155,8.391705751419067
0.1,100,exponential,0.06592917326626424,8.349961042404175
0.1,100,polyharmonic_spline,0.0663087890505535,8.353558540344238
0.01,5,gaussian,0.03158175159809789,7.773010492324829
0.01,5,multiquadric,0.039850714834487766,7.806406259536743
0.01,5,inverse_multiquadric,0.030956327328331746,7.787327527999878
0.01,5,linear,0.4666034072911605,7.772069692611694
0.01,5,cubic,41.85652731339048,7.760731935501099
0.01,5,thin_plate_spline,4.975815211628442,7.767663955688477
0.01,5,power,1.6754038902266049,7.742562770843506
0.01,5,exponential,0.03601285910163415,7.72948956489563
0.01,5,polyharmonic_spline,4.975815211628442,7.741937160491943
0.01,10,gaussian,0.012757091883025946,7.784302234649658
0.01,10,multiquadric,0.06152924253144265,7.7776429653167725
0.01,10,inverse_multiquadric,0.01291233904058871,7.771410703659058
0.01,10,linear,0.018726459933088933,7.763940095901489
0.01,10,cubic,0.5763865946201481,7.766717910766602
0.01,10,thin_plate_spline,0.09727379187853562,7.731165885925293
0.01,10,power,4.3322356327048155,7.742776155471802
0.01,10,exponential,0.018447435800383834,7.742941856384277
0.01,10,polyharmonic_spline,0.09727379187853562,7.731939315795898
0.01,20,gaussian,0.010265847885885391,7.750723123550415
0.01,20,multiquadric,4.760178050904517,7.78831148147583
0.01,20,inverse_multiquadric,0.011926056705133223,7.759554624557495
0.01,20,linear,0.02011539740591908,7.794587850570679
0.01,20,cubic,0.22231500765681173,7.782782554626465
0.01,20,thin_plate_spline,3.8258390134531455,7.754722356796265
0.01,20,power,120.46499743324682,7.810261249542236
0.01,20,exponential,0.01748384415607705,7.825852870941162
0.01,20,polyharmonic_spline,3.8258390134531455,7.817567348480225
0.01,50,gaussian,0.013931739442685541,7.96159029006958
0.01,50,multiquadric,0.18851045214744067,7.956935882568359
0.01,50,inverse_multiquadric,0.008936616394597351,7.950848340988159
0.01,50,linear,0.019255812180619995,7.964061260223389
0.01,50,cubic,2.355018315119891,7.957076072692871
0.01,50,thin_plate_spline,11.714958225778453,7.941996812820435
0.01,50,power,33.686156637477964,7.954692840576172
0.01,50,exponential,0.012672351436552978,7.92501163482666
0.01,50,polyharmonic_spline,11.714958225778453,7.880382776260376
0.01,100,gaussian,0.015612288365816749,8.443024396896362
0.01,100,multiquadric,0.7778941779661984,8.394532203674316
0.01,100,inverse_multiquadric,0.010422214788014065,8.36455249786377
0.01,100,linear,0.013839716790426546,8.382485628128052
0.01,100,cubic,0.13390082116628668,8.38591194152832
0.01,100,thin_plate_spline,0.0663087890505535,8.339471578598022
0.01,100,power,7.986551721305155,8.344779014587402
0.01,100,exponential,0.015228229108527756,8.324271440505981
0.01,100,polyharmonic_spline,0.0663087890505535,8.347195863723755
0.001,5,gaussian,0.10169788402659649,7.739278554916382
0.001,5,multiquadric,0.21943250154874483,7.763399839401245
0.001,5,inverse_multiquadric,0.08118446417224766,7.792044401168823
0.001,5,linear,0.4666034072911605,7.781315326690674
0.001,5,cubic,41.85652731339048,7.778892517089844
0.001,5,thin_plate_spline,4.975815211628442,7.7704362869262695
0.001,5,power,1.6754038902266049,7.771139621734619
0.001,5,exponential,0.0296907925787035,7.773212194442749
0.001,5,polyharmonic_spline,4.975815211628442,7.827916860580444
0.001,10,gaussian,0.04902453596145017,7.801724195480347
0.001,10,multiquadric,0.07720628555917802,7.803056478500366
0.001,10,inverse_multiquadric,0.04138477842080988,7.7697083950042725
0.001,10,linear,0.018726459933088933,7.787466287612915
0.001,10,cubic,0.5763865946201481,7.795263290405273
0.001,10,thin_plate_spline,0.09727379187853562,7.787837743759155
0.001,10,power,4.3322356327048155,7.827359676361084
0.001,10,exponential,0.014188012138337492,7.7841479778289795
0.001,10,polyharmonic_spline,0.09727379187853562,7.755719423294067
0.001,20,gaussian,0.09006030310938952,7.812064170837402
0.001,20,multiquadric,0.5749229308462716,7.79276442527771
0.001,20,inverse_multiquadric,0.05645963551241095,7.798691749572754
0.001,20,linear,0.02011539740591908,7.784925222396851
0.001,20,cubic,0.22231500765681173,7.79222297668457
0.001,20,thin_plate_spline,3.8258390134531455,7.774015426635742
0.001,20,power,120.46499743324682,7.815367221832275
0.001,20,exponential,0.014918337345360825,7.798121690750122
0.001,20,polyharmonic_spline,3.8258390134531455,7.8070714473724365
0.001,50,gaussian,0.07146042684193583,7.966409206390381
0.001,50,multiquadric,3.6396458136894028,7.940900564193726
0.001,50,inverse_multiquadric,0.07495887834981038,7.939344644546509
0.001,50,linear,0.019255812180619995,7.957080364227295
0.001,50,cubic,2.355018315119891,7.962900400161743
0.001,50,thin_plate_spline,11.714958225778453,7.931307792663574
0.001,50,power,33.686156637477964,7.918206691741943
0.001,50,exponential,0.012851733854804502,7.9058239459991455
0.001,50,polyharmonic_spline,11.714958225778453,7.922510147094727
0.001,100,gaussian,0.12572676404736016,8.351163625717163
0.001,100,multiquadric,47.542616764283416,8.383965253829956
0.001,100,inverse_multiquadric,0.1502187293284423,8.34689474105835
0.001,100,linear,0.013839716790426546,8.34346055984497
0.001,100,cubic,0.13390082116628668,8.34416937828064
0.001,100,thin_plate_spline,0.0663087890505535,8.32462215423584
0.001,100,power,7.986551721305155,8.3223557472229
0.001,100,exponential,0.013553097972202116,8.350816488265991
0.001,100,polyharmonic_spline,0.0663087890505535,8.345743894577026
0.0001,5,gaussian,0.03080118325799734,7.753880739212036
0.0001,5,multiquadric,0.036177347742483976,7.7986979484558105
0.0001,5,inverse_multiquadric,0.03024175167829424,7.7272443771362305
0.0001,5,linear,0.4666034072911605,7.7495222091674805
0.0001,5,cubic,41.85652731339048,7.76234769821167
0.0001,5,thin_plate_spline,4.975815211628442,7.776901721954346
0.0001,5,power,1.6754038902266049,7.770745277404785
0.0001,5,exponential,0.029984585141898966,7.758753299713135
0.0001,5,polyharmonic_spline,4.975815211628442,7.762880086898804
0.0001,10,gaussian,0.031637980152438586,7.778919458389282
0.0001,10,multiquadric,0.37803002913162753,7.79873251914978
0.0001,10,inverse_multiquadric,0.02325660972267129,7.794634103775024
0.0001,10,linear,0.018726459933088933,7.7998573780059814
0.0001,10,cubic,0.5763865946201481,7.766537189483643
0.0001,10,thin_plate_spline,0.09727379187853562,7.7805891036987305
0.0001,10,power,4.3322356327048155,7.777929782867432
0.0001,10,exponential,0.0142188094583106,7.800574779510498
0.0001,10,polyharmonic_spline,0.09727379187853562,7.744130849838257
0.0001,20,gaussian,0.042493568650650806,7.786807537078857
0.0001,20,multiquadric,0.04838607324788377,7.756412744522095
0.0001,20,inverse_multiquadric,0.04015870074338665,7.800874710083008
0.0001,20,linear,0.02011539740591908,7.799052476882935
0.0001,20,cubic,0.22231500765681173,7.794912338256836
0.0001,20,thin_plate_spline,3.8258390134531455,7.7898736000061035
0.0001,20,power,120.46499743324682,7.797571659088135
0.0001,20,exponential,0.015031879223570719,7.773860216140747
0.0001,20,polyharmonic_spline,3.8258390134531455,7.811940908432007
0.0001,50,gaussian,0.007106817185181685,7.91457462310791
0.0001,50,multiquadric,0.4625550077968548,7.9540016651153564
0.0001,50,inverse_multiquadric,0.006545490714739574,7.9325854778289795
0.0001,50,linear,0.019255812180619995,7.921424150466919
0.0001,50,cubic,2.355018315119891,7.927001476287842
0.0001,50,thin_plate_spline,11.714958225778453,7.901895523071289
0.0001,50,power,33.686156637477964,7.928634166717529
0.0001,50,exponential,0.013101180876127157,7.8960793018341064
0.0001,50,polyharmonic_spline,11.714958225778453,7.886616230010986
0.0001,100,gaussian,0.008861575600310657,8.347897052764893
0.0001,100,multiquadric,1.0074756916981227,8.374199628829956
0.0001,100,inverse_multiquadric,0.00886069821856033,8.327495098114014
0.0001,100,linear,0.013839716790426546,8.318368434906006
0.0001,100,cubic,0.13390082116628668,8.336010456085205
0.0001,100,thin_plate_spline,0.0663087890505535,8.324992179870605
0.0001,100,power,7.986551721305155,8.38389778137207
0.0001,100,exponential,0.013420510466405085,8.367924213409424
0.0001,100,polyharmonic_spline,0.0663087890505535,8.345905303955078
